danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.842,0.589,7,-6.677,0,0.0697,0.00937,0.000337,0.111,0.136,145.016,audio_features,7givkGZW1cwM8MJYzMd2Na,spotify:track:7givkGZW1cwM8MJYzMd2Na,https://api.spotify.com/v1/tracks/7givkGZW1cwM8MJYzMd2Na,https://api.spotify.com/v1/audio-analysis/7givkGZW1cwM8MJYzMd2Na,202804,4
0.728,0.667,1,-7.335,1,0.098,0.0167,2.12e-05,0.126,0.365,159.973,audio_features,3K0sVapHNSSeJ8o4DLHOJY,spotify:track:3K0sVapHNSSeJ8o4DLHOJY,https://api.spotify.com/v1/tracks/3K0sVapHNSSeJ8o4DLHOJY,https://api.spotify.com/v1/audio-analysis/3K0sVapHNSSeJ8o4DLHOJY,192187,4
0.742,0.735,11,-4.004,1,0.116,0.0324,0.0,0.487,0.396,142.015,audio_features,0Due109sq8Ld9G5xkWRubf,spotify:track:0Due109sq8Ld9G5xkWRubf,https://api.spotify.com/v1/tracks/0Due109sq8Ld9G5xkWRubf,https://api.spotify.com/v1/audio-analysis/0Due109sq8Ld9G5xkWRubf,220027,4
0.838,0.411,2,-7.148,1,0.29,0.0339,0.00022,0.159,0.168,75.044,audio_features,0BzDQgmeRdA4V71VhfBvXT,spotify:track:0BzDQgmeRdA4V71VhfBvXT,https://api.spotify.com/v1/tracks/0BzDQgmeRdA4V71VhfBvXT,https://api.spotify.com/v1/audio-analysis/0BzDQgmeRdA4V71VhfBvXT,185707,4
0.498,0.604,10,-5.197,0,0.242,0.0264,0.0,0.224,0.382,137.89,audio_features,3IMZ6j3mlRQYsatEuzt0Y3,spotify:track:3IMZ6j3mlRQYsatEuzt0Y3,https://api.spotify.com/v1/tracks/3IMZ6j3mlRQYsatEuzt0Y3,https://api.spotify.com/v1/audio-analysis/3IMZ6j3mlRQYsatEuzt0Y3,277387,4
0.789,0.801,10,-4.552,0,0.048,0.0052,0.277,0.129,0.281,153.998,audio_features,4Fi7fihVNkHPfBZ7KeSXVH,spotify:track:4Fi7fihVNkHPfBZ7KeSXVH,https://api.spotify.com/v1/tracks/4Fi7fihVNkHPfBZ7KeSXVH,https://api.spotify.com/v1/audio-analysis/4Fi7fihVNkHPfBZ7KeSXVH,172040,4
0.744,0.7,0,-5.353,0,0.358,0.0972,0.0,0.111,0.466,153.894,audio_features,2O0PpdgMmzBj2ZY8cqjfpO,spotify:track:2O0PpdgMmzBj2ZY8cqjfpO,https://api.spotify.com/v1/tracks/2O0PpdgMmzBj2ZY8cqjfpO,https://api.spotify.com/v1/audio-analysis/2O0PpdgMmzBj2ZY8cqjfpO,205893,4
0.695,0.722,8,-4.013,0,0.0476,0.0483,0.0,0.323,0.238,119.985,audio_features,4O0qHBvIV8yHOcPkGJUUIZ,spotify:track:4O0qHBvIV8yHOcPkGJUUIZ,https://api.spotify.com/v1/tracks/4O0qHBvIV8yHOcPkGJUUIZ,https://api.spotify.com/v1/audio-analysis/4O0qHBvIV8yHOcPkGJUUIZ,212920,4
0.811,0.687,1,-6.188,0,0.154,0.023,4.5e-05,0.113,0.517,76.498,audio_features,5lMmp06Yt5opZrKdszyh8Y,spotify:track:5lMmp06Yt5opZrKdszyh8Y,https://api.spotify.com/v1/tracks/5lMmp06Yt5opZrKdszyh8Y,https://api.spotify.com/v1/audio-analysis/5lMmp06Yt5opZrKdszyh8Y,176187,4
0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,audio_features,7EiZI6JVHllARrX9PUvAdX,spotify:track:7EiZI6JVHllARrX9PUvAdX,https://api.spotify.com/v1/tracks/7EiZI6JVHllARrX9PUvAdX,https://api.spotify.com/v1/audio-analysis/7EiZI6JVHllARrX9PUvAdX,313547,4
0.692,0.733,2,-6.012,1,0.0313,0.432,2.32e-06,0.351,0.417,109.989,audio_features,1ANYHWUz5NqPu2EBALGK9Z,spotify:track:1ANYHWUz5NqPu2EBALGK9Z,https://api.spotify.com/v1/tracks/1ANYHWUz5NqPu2EBALGK9Z,https://api.spotify.com/v1/audio-analysis/1ANYHWUz5NqPu2EBALGK9Z,212760,4
0.718,0.679,11,-5.899,0,0.0706,0.00191,0.0104,0.385,0.205,157.97,audio_features,6BbINUfGabVyiNFJpQXn3x,spotify:track:6BbINUfGabVyiNFJpQXn3x,https://api.spotify.com/v1/tracks/6BbINUfGabVyiNFJpQXn3x,https://api.spotify.com/v1/audio-analysis/6BbINUfGabVyiNFJpQXn3x,173347,4
0.713,0.379,0,-11.673,1,0.293,0.117,0.000289,0.107,0.27,106.035,audio_features,5WLikCpwW0ZrgnNWkjmNtA,spotify:track:5WLikCpwW0ZrgnNWkjmNtA,https://api.spotify.com/v1/tracks/5WLikCpwW0ZrgnNWkjmNtA,https://api.spotify.com/v1/audio-analysis/5WLikCpwW0ZrgnNWkjmNtA,145093,4
0.73,0.501,10,-8.552,0,0.15,0.0274,0.0,0.374,0.185,149.951,audio_features,3haDFkQVqexHwwxVNU5BHh,spotify:track:3haDFkQVqexHwwxVNU5BHh,https://api.spotify.com/v1/tracks/3haDFkQVqexHwwxVNU5BHh,https://api.spotify.com/v1/audio-analysis/3haDFkQVqexHwwxVNU5BHh,199253,4
0.538,0.477,1,-8.025,1,0.285,0.209,0.0,0.301,0.243,128.931,audio_features,2jLE3ZvaEZ3IeQ9gIkl2oT,spotify:track:2jLE3ZvaEZ3IeQ9gIkl2oT,https://api.spotify.com/v1/tracks/2jLE3ZvaEZ3IeQ9gIkl2oT,https://api.spotify.com/v1/audio-analysis/2jLE3ZvaEZ3IeQ9gIkl2oT,210693,4
0.738,0.391,1,-6.054,1,0.0382,0.178,0.00316,0.178,0.0718,142.865,audio_features,29xfnZ7jI9dbhNm0nmj9Ez,spotify:track:29xfnZ7jI9dbhNm0nmj9Ez,https://api.spotify.com/v1/tracks/29xfnZ7jI9dbhNm0nmj9Ez,https://api.spotify.com/v1/audio-analysis/29xfnZ7jI9dbhNm0nmj9Ez,190387,4
0.842,0.483,1,-7.179,1,0.083,0.134,0.025,0.107,0.0736,147.952,audio_features,05GDlYBejzsmn3diyYWpHW,spotify:track:05GDlYBejzsmn3diyYWpHW,https://api.spotify.com/v1/tracks/05GDlYBejzsmn3diyYWpHW,https://api.spotify.com/v1/audio-analysis/05GDlYBejzsmn3diyYWpHW,184960,4
0.718,0.758,7,-6.832,1,0.0707,0.0135,3.06e-06,0.103,0.589,128.067,audio_features,1tjpoAROSHmr9QLb7Ibqoq,spotify:track:1tjpoAROSHmr9QLb7Ibqoq,https://api.spotify.com/v1/tracks/1tjpoAROSHmr9QLb7Ibqoq,https://api.spotify.com/v1/audio-analysis/1tjpoAROSHmr9QLb7Ibqoq,225253,4
0.751,0.434,1,-7.317,1,0.0511,0.0127,0.0,0.149,0.163,76.527,audio_features,0qSlymmuAaWtTGwmJmN0NN,spotify:track:0qSlymmuAaWtTGwmJmN0NN,https://api.spotify.com/v1/tracks/0qSlymmuAaWtTGwmJmN0NN,https://api.spotify.com/v1/audio-analysis/0qSlymmuAaWtTGwmJmN0NN,175533,4
0.766,0.704,11,-7.16,0,0.23,0.00665,0.0115,0.216,0.442,153.954,audio_features,6DXOQVJAjoeDGd5Xlb9XUY,spotify:track:6DXOQVJAjoeDGd5Xlb9XUY,https://api.spotify.com/v1/tracks/6DXOQVJAjoeDGd5Xlb9XUY,https://api.spotify.com/v1/audio-analysis/6DXOQVJAjoeDGd5Xlb9XUY,162160,4
0.869,0.515,2,-8.333,1,0.28,0.0213,0.00262,0.107,0.456,165.015,audio_features,1qAW6h8sGEwSa7veLqzakc,spotify:track:1qAW6h8sGEwSa7veLqzakc,https://api.spotify.com/v1/tracks/1qAW6h8sGEwSa7veLqzakc,https://api.spotify.com/v1/audio-analysis/1qAW6h8sGEwSa7veLqzakc,197813,4
0.779,0.547,9,-7.869,1,0.51,0.0179,0.0,0.101,0.0993,156.131,audio_features,05nB8pRwwbKA2fsKK1nOyE,spotify:track:05nB8pRwwbKA2fsKK1nOyE,https://api.spotify.com/v1/tracks/05nB8pRwwbKA2fsKK1nOyE,https://api.spotify.com/v1/audio-analysis/05nB8pRwwbKA2fsKK1nOyE,246360,4
0.729,0.377,8,-7.51,1,0.28,0.145,0.511,0.136,0.102,152.957,audio_features,3E2i7xoT542yQ59bP2vBbF,spotify:track:3E2i7xoT542yQ59bP2vBbF,https://api.spotify.com/v1/tracks/3E2i7xoT542yQ59bP2vBbF,https://api.spotify.com/v1/audio-analysis/3E2i7xoT542yQ59bP2vBbF,241800,4
0.723,0.545,8,-6.874,0,0.0528,0.117,0.0,0.116,0.288,109.893,audio_features,3BzlZAqfnZDjv1F5CLlpHx,spotify:track:3BzlZAqfnZDjv1F5CLlpHx,https://api.spotify.com/v1/tracks/3BzlZAqfnZDjv1F5CLlpHx,https://api.spotify.com/v1/audio-analysis/3BzlZAqfnZDjv1F5CLlpHx,213587,4
0.881,0.546,2,-7.566,1,0.12,0.00296,4.72e-06,0.226,0.276,140.032,audio_features,0GR7iJLhj80KD5LkA14ZRn,spotify:track:0GR7iJLhj80KD5LkA14ZRn,https://api.spotify.com/v1/tracks/0GR7iJLhj80KD5LkA14ZRn,https://api.spotify.com/v1/audio-analysis/0GR7iJLhj80KD5LkA14ZRn,231231,4
0.776,0.675,8,-6.224,0,0.266,0.00196,0.0,0.227,0.27,131.984,audio_features,7jslhIiELQkgW9IHeYNOWE,spotify:track:7jslhIiELQkgW9IHeYNOWE,https://api.spotify.com/v1/tracks/7jslhIiELQkgW9IHeYNOWE,https://api.spotify.com/v1/audio-analysis/7jslhIiELQkgW9IHeYNOWE,217707,4
0.824,0.49,7,-8.391,1,0.429,0.0369,1.24e-06,0.0807,0.307,165.948,audio_features,2uTG00P1DkhB97pdITkl2O,spotify:track:2uTG00P1DkhB97pdITkl2O,https://api.spotify.com/v1/tracks/2uTG00P1DkhB97pdITkl2O,https://api.spotify.com/v1/audio-analysis/2uTG00P1DkhB97pdITkl2O,211643,4
0.51,0.358,1,-10.847,1,0.0467,0.125,3.74e-05,0.111,0.171,136.036,audio_features,2AGottAzfC8bHzF7kEJ3Wa,spotify:track:2AGottAzfC8bHzF7kEJ3Wa,https://api.spotify.com/v1/tracks/2AGottAzfC8bHzF7kEJ3Wa,https://api.spotify.com/v1/audio-analysis/2AGottAzfC8bHzF7kEJ3Wa,314632,4
0.739,0.416,0,-9.319,0,0.285,0.0966,1.27e-05,0.1,0.259,109.168,audio_features,0B5OTb36fzLayn6XQHg5A1,spotify:track:0B5OTb36fzLayn6XQHg5A1,https://api.spotify.com/v1/tracks/0B5OTb36fzLayn6XQHg5A1,https://api.spotify.com/v1/audio-analysis/0B5OTb36fzLayn6XQHg5A1,209288,4
0.845,0.479,1,-6.065,1,0.298,0.0104,1.79e-06,0.157,0.35,170.919,audio_features,76kyKtPLsFbQkdQ86QrkF4,spotify:track:76kyKtPLsFbQkdQ86QrkF4,https://api.spotify.com/v1/tracks/76kyKtPLsFbQkdQ86QrkF4,https://api.spotify.com/v1/audio-analysis/76kyKtPLsFbQkdQ86QrkF4,202085,3
0.828,0.55,5,-9.158,1,0.255,0.000379,0.0016,0.134,0.254,160.016,audio_features,6bqtKURdSWkInAJHDkuaL0,spotify:track:6bqtKURdSWkInAJHDkuaL0,https://api.spotify.com/v1/tracks/6bqtKURdSWkInAJHDkuaL0,https://api.spotify.com/v1/audio-analysis/6bqtKURdSWkInAJHDkuaL0,180000,4
0.787,0.329,0,-9.991,1,0.391,0.0207,2.95e-06,0.118,0.209,137.85,audio_features,4gowy3WT6D1yhMLgRBlf9C,spotify:track:4gowy3WT6D1yhMLgRBlf9C,https://api.spotify.com/v1/tracks/4gowy3WT6D1yhMLgRBlf9C,https://api.spotify.com/v1/audio-analysis/4gowy3WT6D1yhMLgRBlf9C,220862,4
0.852,0.553,1,-7.286,1,0.187,0.0559,0.0,0.332,0.656,142.079,audio_features,27GmP9AWRs744SzKcpJsTZ,spotify:track:27GmP9AWRs744SzKcpJsTZ,https://api.spotify.com/v1/tracks/27GmP9AWRs744SzKcpJsTZ,https://api.spotify.com/v1/audio-analysis/27GmP9AWRs744SzKcpJsTZ,205879,4
0.758,0.526,5,-10.81,0,0.255,0.513,0.000457,0.0913,0.312,146.054,audio_features,2ACys0pX0SjmpQmQWzp7wt,spotify:track:2ACys0pX0SjmpQmQWzp7wt,https://api.spotify.com/v1/tracks/2ACys0pX0SjmpQmQWzp7wt,https://api.spotify.com/v1/audio-analysis/2ACys0pX0SjmpQmQWzp7wt,188703,4
0.744,0.619,4,-9.143,0,0.398,0.671,0.0,0.123,0.317,89.252,audio_features,1DmnEYXa4WfbdhAPwNzgD8,spotify:track:1DmnEYXa4WfbdhAPwNzgD8,https://api.spotify.com/v1/tracks/1DmnEYXa4WfbdhAPwNzgD8,https://api.spotify.com/v1/audio-analysis/1DmnEYXa4WfbdhAPwNzgD8,253935,4
0.529,0.845,8,-8.142,1,0.404,0.244,0.0,0.143,0.331,85.63,audio_features,5Gt9bxniM1SxN61yRzRhXL,spotify:track:5Gt9bxniM1SxN61yRzRhXL,https://api.spotify.com/v1/tracks/5Gt9bxniM1SxN61yRzRhXL,https://api.spotify.com/v1/audio-analysis/5Gt9bxniM1SxN61yRzRhXL,255378,3
0.79,0.67,1,-5.527,1,0.105,0.377,2.32e-06,0.119,0.408,139.956,audio_features,0fX4oNGBWO3dSGUZcVdVV2,spotify:track:0fX4oNGBWO3dSGUZcVdVV2,https://api.spotify.com/v1/tracks/0fX4oNGBWO3dSGUZcVdVV2,https://api.spotify.com/v1/audio-analysis/0fX4oNGBWO3dSGUZcVdVV2,195950,4
0.514,0.472,8,-11.106,0,0.368,0.753,0.00012,0.0746,0.557,77.215,audio_features,66mVPWmFvXPFf8pjK5ttOW,spotify:track:66mVPWmFvXPFf8pjK5ttOW,https://api.spotify.com/v1/tracks/66mVPWmFvXPFf8pjK5ttOW,https://api.spotify.com/v1/audio-analysis/66mVPWmFvXPFf8pjK5ttOW,203367,3
0.775,0.736,1,-8.072,0,0.247,0.319,0.00116,0.127,0.362,100.988,audio_features,2g6tReTlM2Akp41g0HaeXN,spotify:track:2g6tReTlM2Akp41g0HaeXN,https://api.spotify.com/v1/tracks/2g6tReTlM2Akp41g0HaeXN,https://api.spotify.com/v1/audio-analysis/2g6tReTlM2Akp41g0HaeXN,239027,4
0.514,0.779,10,-4.365,0,0.344,0.181,0.0,0.099,0.517,152.869,audio_features,28qA8y1sz0FTuSapsCxNOG,spotify:track:28qA8y1sz0FTuSapsCxNOG,https://api.spotify.com/v1/tracks/28qA8y1sz0FTuSapsCxNOG,https://api.spotify.com/v1/audio-analysis/28qA8y1sz0FTuSapsCxNOG,222497,4
0.481,0.406,7,-11.52,1,0.0775,0.864,0.000315,0.0869,0.741,91.589,audio_features,15pyFQHCTVp6T7vaWctSgO,spotify:track:15pyFQHCTVp6T7vaWctSgO,https://api.spotify.com/v1/tracks/15pyFQHCTVp6T7vaWctSgO,https://api.spotify.com/v1/audio-analysis/15pyFQHCTVp6T7vaWctSgO,103319,4
0.852,0.421,10,-9.153,0,0.208,0.428,2.28e-06,0.106,0.457,95.977,audio_features,1QPreu0BNOrUfEb8HTd2qG,spotify:track:1QPreu0BNOrUfEb8HTd2qG,https://api.spotify.com/v1/tracks/1QPreu0BNOrUfEb8HTd2qG,https://api.spotify.com/v1/audio-analysis/1QPreu0BNOrUfEb8HTd2qG,202285,4
0.648,0.68,11,-7.276,1,0.345,0.292,0.0,0.0808,0.504,106.89,audio_features,67XC51nlZncNpHmZ8rOU9a,spotify:track:67XC51nlZncNpHmZ8rOU9a,https://api.spotify.com/v1/tracks/67XC51nlZncNpHmZ8rOU9a,https://api.spotify.com/v1/audio-analysis/67XC51nlZncNpHmZ8rOU9a,341307,3
0.567,0.824,3,-6.973,0,0.296,0.167,2.65e-06,0.149,0.737,138.202,audio_features,1REVvAphiSTJyKQ1fDpHa4,spotify:track:1REVvAphiSTJyKQ1fDpHa4,https://api.spotify.com/v1/tracks/1REVvAphiSTJyKQ1fDpHa4,https://api.spotify.com/v1/audio-analysis/1REVvAphiSTJyKQ1fDpHa4,329295,4
0.776,0.431,4,-7.544,0,0.091,0.671,0.0,0.153,0.495,133.999,audio_features,6BU1RZexmvJcBjgagVVt3M,spotify:track:6BU1RZexmvJcBjgagVVt3M,https://api.spotify.com/v1/tracks/6BU1RZexmvJcBjgagVVt3M,https://api.spotify.com/v1/audio-analysis/6BU1RZexmvJcBjgagVVt3M,283642,4
0.355,0.245,1,-13.475,0,0.0358,0.801,9.11e-05,0.112,0.162,173.329,audio_features,4zMxWSP2qZUy5CBCH5PdzZ,spotify:track:4zMxWSP2qZUy5CBCH5PdzZ,https://api.spotify.com/v1/tracks/4zMxWSP2qZUy5CBCH5PdzZ,https://api.spotify.com/v1/audio-analysis/4zMxWSP2qZUy5CBCH5PdzZ,264299,4
0.907,0.577,1,-6.737,0,0.0767,0.438,3.19e-05,0.137,0.801,140.07,audio_features,3lzUeaCbcCDB5IXYfqWRlF,spotify:track:3lzUeaCbcCDB5IXYfqWRlF,https://api.spotify.com/v1/tracks/3lzUeaCbcCDB5IXYfqWRlF,https://api.spotify.com/v1/audio-analysis/3lzUeaCbcCDB5IXYfqWRlF,220779,4
0.618,0.43,5,-9.38,0,0.216,0.807,0.0,0.189,0.826,117.125,audio_features,5G4uLkFKdEZLcuNyeomQmE,spotify:track:5G4uLkFKdEZLcuNyeomQmE,https://api.spotify.com/v1/tracks/5G4uLkFKdEZLcuNyeomQmE,https://api.spotify.com/v1/audio-analysis/5G4uLkFKdEZLcuNyeomQmE,152986,4
0.605,0.692,8,-7.45,1,0.446,0.495,0.0,0.303,0.685,124.84,audio_features,3drdWsJKiVCSQ2gKhd9BDT,spotify:track:3drdWsJKiVCSQ2gKhd9BDT,https://api.spotify.com/v1/tracks/3drdWsJKiVCSQ2gKhd9BDT,https://api.spotify.com/v1/audio-analysis/3drdWsJKiVCSQ2gKhd9BDT,224466,5
0.52,0.375,0,-13.409,1,0.358,0.745,0.0122,0.429,0.589,127.544,audio_features,1uY1X8YeBixs1FdQ3fQ7d4,spotify:track:1uY1X8YeBixs1FdQ3fQ7d4,https://api.spotify.com/v1/tracks/1uY1X8YeBixs1FdQ3fQ7d4,https://api.spotify.com/v1/audio-analysis/1uY1X8YeBixs1FdQ3fQ7d4,281070,5
0.727,0.53,9,-8.616,1,0.312,0.283,2.76e-05,0.392,0.258,174.025,audio_features,6CmpZfKUQ2KerzBFZ3QKFr,spotify:track:6CmpZfKUQ2KerzBFZ3QKFr,https://api.spotify.com/v1/tracks/6CmpZfKUQ2KerzBFZ3QKFr,https://api.spotify.com/v1/audio-analysis/6CmpZfKUQ2KerzBFZ3QKFr,210841,3
0.492,0.369,8,-14.861,0,0.329,0.87,2.85e-05,0.11,0.491,140.012,audio_features,346SJSEbB6pNZMpwovxDiu,spotify:track:346SJSEbB6pNZMpwovxDiu,https://api.spotify.com/v1/tracks/346SJSEbB6pNZMpwovxDiu,https://api.spotify.com/v1/audio-analysis/346SJSEbB6pNZMpwovxDiu,406528,4
0.652,0.67,2,-8.766,1,0.0639,0.225,1.4e-05,0.0804,0.274,91.933,audio_features,5xoYormSTltk6F9SlQV6mm,spotify:track:5xoYormSTltk6F9SlQV6mm,https://api.spotify.com/v1/tracks/5xoYormSTltk6F9SlQV6mm,https://api.spotify.com/v1/audio-analysis/5xoYormSTltk6F9SlQV6mm,256008,4
0.7,0.812,1,-8.128,0,0.297,0.183,0.0,0.0756,0.801,97.405,audio_features,5qbhVL3vB7HwWvb0042B7y,spotify:track:5qbhVL3vB7HwWvb0042B7y,https://api.spotify.com/v1/tracks/5qbhVL3vB7HwWvb0042B7y,https://api.spotify.com/v1/audio-analysis/5qbhVL3vB7HwWvb0042B7y,332229,4
0.619,0.582,1,-9.454,1,0.297,0.625,3.84e-06,0.265,0.48,90.035,audio_features,5qN4HFkapdAOV94XPryVof,spotify:track:5qN4HFkapdAOV94XPryVof,https://api.spotify.com/v1/tracks/5qN4HFkapdAOV94XPryVof,https://api.spotify.com/v1/audio-analysis/5qN4HFkapdAOV94XPryVof,130613,4
0.695,0.633,8,-4.946,1,0.0599,0.0612,0.000195,0.0926,0.557,96.782,audio_features,3GCdLUSnKSMJhs4Tj6CV3s,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,https://api.spotify.com/v1/tracks/3GCdLUSnKSMJhs4Tj6CV3s,https://api.spotify.com/v1/audio-analysis/3GCdLUSnKSMJhs4Tj6CV3s,232187,4
0.776,0.471,2,-8.406,1,0.253,0.0203,0.0,0.268,0.405,131.018,audio_features,4LmAnpjlhWTahvRkYR8xJa,spotify:track:4LmAnpjlhWTahvRkYR8xJa,https://api.spotify.com/v1/tracks/4LmAnpjlhWTahvRkYR8xJa,https://api.spotify.com/v1/audio-analysis/4LmAnpjlhWTahvRkYR8xJa,267427,4
0.727,0.719,11,-5.856,0,0.049,0.0622,1.16e-06,0.229,0.589,140.08,audio_features,5jyyPsIGM2yqkZN9R3TmvN,spotify:track:5jyyPsIGM2yqkZN9R3TmvN,https://api.spotify.com/v1/tracks/5jyyPsIGM2yqkZN9R3TmvN,https://api.spotify.com/v1/audio-analysis/5jyyPsIGM2yqkZN9R3TmvN,238893,4
0.706,0.775,1,-6.819,1,0.335,0.152,3.4e-05,0.416,0.848,127.929,audio_features,7bUcBztfGqO7cSI2gMZeCI,spotify:track:7bUcBztfGqO7cSI2gMZeCI,https://api.spotify.com/v1/tracks/7bUcBztfGqO7cSI2gMZeCI,https://api.spotify.com/v1/audio-analysis/7bUcBztfGqO7cSI2gMZeCI,180893,4
0.601,0.582,8,-5.725,0,0.264,0.143,9.78e-05,0.183,0.315,148.776,audio_features,0DJBgBiYeSn6n1AXAkFVE8,spotify:track:0DJBgBiYeSn6n1AXAkFVE8,https://api.spotify.com/v1/tracks/0DJBgBiYeSn6n1AXAkFVE8,https://api.spotify.com/v1/audio-analysis/0DJBgBiYeSn6n1AXAkFVE8,208760,4
0.856,0.653,1,-5.324,1,0.143,0.178,0.0,0.193,0.471,97.017,audio_features,2tPcTFiQF9MbVUyjZ3zDhA,spotify:track:2tPcTFiQF9MbVUyjZ3zDhA,https://api.spotify.com/v1/tracks/2tPcTFiQF9MbVUyjZ3zDhA,https://api.spotify.com/v1/audio-analysis/2tPcTFiQF9MbVUyjZ3zDhA,219307,4
0.507,0.606,8,-8.758,1,0.452,0.184,0.0,0.174,0.202,180.593,audio_features,4KXwFI9pgJLpUIAc9oSL8j,spotify:track:4KXwFI9pgJLpUIAc9oSL8j,https://api.spotify.com/v1/tracks/4KXwFI9pgJLpUIAc9oSL8j,https://api.spotify.com/v1/audio-analysis/4KXwFI9pgJLpUIAc9oSL8j,272307,4
0.566,0.724,1,-4.573,1,0.323,0.00104,0.0,0.158,0.408,81.772,audio_features,1eLSF6HfrRA0AsNmTkUlKx,spotify:track:1eLSF6HfrRA0AsNmTkUlKx,https://api.spotify.com/v1/tracks/1eLSF6HfrRA0AsNmTkUlKx,https://api.spotify.com/v1/audio-analysis/1eLSF6HfrRA0AsNmTkUlKx,225267,4
0.55,0.449,9,-13.645,0,0.103,0.656,4.8e-05,0.0866,0.222,121.164,audio_features,4FpfU1O7WCLBnmwu5XAFk4,spotify:track:4FpfU1O7WCLBnmwu5XAFk4,https://api.spotify.com/v1/tracks/4FpfU1O7WCLBnmwu5XAFk4,https://api.spotify.com/v1/audio-analysis/4FpfU1O7WCLBnmwu5XAFk4,85267,4
0.778,0.764,11,-7.175,0,0.127,0.139,0.0274,0.123,0.642,125.062,audio_features,76iVOVsliCHlWqKuDnCfhE,spotify:track:76iVOVsliCHlWqKuDnCfhE,https://api.spotify.com/v1/tracks/76iVOVsliCHlWqKuDnCfhE,https://api.spotify.com/v1/audio-analysis/76iVOVsliCHlWqKuDnCfhE,222093,4
0.628,0.556,1,-6.76,1,0.328,0.279,0.0,0.158,0.32,126.698,audio_features,35cOyocq8Gb6UcT0NWeTwn,spotify:track:35cOyocq8Gb6UcT0NWeTwn,https://api.spotify.com/v1/tracks/35cOyocq8Gb6UcT0NWeTwn,https://api.spotify.com/v1/audio-analysis/35cOyocq8Gb6UcT0NWeTwn,242293,4
0.855,0.478,1,-9.116,1,0.193,0.00759,0.0,0.101,0.283,130.018,audio_features,5cXg9IQS34FzLVdHhp7hu7,spotify:track:5cXg9IQS34FzLVdHhp7hu7,https://api.spotify.com/v1/tracks/5cXg9IQS34FzLVdHhp7hu7,https://api.spotify.com/v1/audio-analysis/5cXg9IQS34FzLVdHhp7hu7,221827,4
0.735,0.677,2,-4.979,1,0.0932,0.0756,2.17e-05,0.111,0.187,100.563,audio_features,77UjLW8j5UAGAGVGhR5oUK,spotify:track:77UjLW8j5UAGAGVGhR5oUK,https://api.spotify.com/v1/tracks/77UjLW8j5UAGAGVGhR5oUK,https://api.spotify.com/v1/audio-analysis/77UjLW8j5UAGAGVGhR5oUK,211440,4
0.552,0.731,7,-6.873,1,0.615,0.0536,0.0,0.258,0.632,174.516,audio_features,2PESSRrfGBuDrJ1I7rm8dc,spotify:track:2PESSRrfGBuDrJ1I7rm8dc,https://api.spotify.com/v1/tracks/2PESSRrfGBuDrJ1I7rm8dc,https://api.spotify.com/v1/audio-analysis/2PESSRrfGBuDrJ1I7rm8dc,248613,4
0.706,0.557,0,-5.8,1,0.0813,0.0347,0.0,0.276,0.205,132.98,audio_features,4suzR7RVn00QijvJPkMVMf,spotify:track:4suzR7RVn00QijvJPkMVMf,https://api.spotify.com/v1/tracks/4suzR7RVn00QijvJPkMVMf,https://api.spotify.com/v1/audio-analysis/4suzR7RVn00QijvJPkMVMf,248827,4
0.588,0.479,1,-7.039,1,0.281,0.604,7.2e-06,0.527,0.434,150.414,audio_features,28J8MZFrSMvd5gWxAGRBq1,spotify:track:28J8MZFrSMvd5gWxAGRBq1,https://api.spotify.com/v1/tracks/28J8MZFrSMvd5gWxAGRBq1,https://api.spotify.com/v1/audio-analysis/28J8MZFrSMvd5gWxAGRBq1,460573,4
0.568,0.619,1,-6.899,1,0.414,0.138,1.67e-06,0.11,0.293,170.115,audio_features,0lJZRic5kToowUXH35uy7P,spotify:track:0lJZRic5kToowUXH35uy7P,https://api.spotify.com/v1/tracks/0lJZRic5kToowUXH35uy7P,https://api.spotify.com/v1/audio-analysis/0lJZRic5kToowUXH35uy7P,254200,4
0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058,audio_features,0R9U7yIlLm8KAL6iQbwKKT,spotify:track:0R9U7yIlLm8KAL6iQbwKKT,https://api.spotify.com/v1/tracks/0R9U7yIlLm8KAL6iQbwKKT,https://api.spotify.com/v1/audio-analysis/0R9U7yIlLm8KAL6iQbwKKT,213400,4
0.678,0.562,3,-9.197,0,0.508,0.193,0.0,0.104,0.566,94.241,audio_features,1PKNKessUE10zYclDWNRfE,spotify:track:1PKNKessUE10zYclDWNRfE,https://api.spotify.com/v1/tracks/1PKNKessUE10zYclDWNRfE,https://api.spotify.com/v1/audio-analysis/1PKNKessUE10zYclDWNRfE,307880,4
0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,audio_features,0gvQoTWRxsW5Rd7KgPp0u3,spotify:track:0gvQoTWRxsW5Rd7KgPp0u3,https://api.spotify.com/v1/tracks/0gvQoTWRxsW5Rd7KgPp0u3,https://api.spotify.com/v1/audio-analysis/0gvQoTWRxsW5Rd7KgPp0u3,177000,4
